om,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,marker_col,Year,coords.x1,coords.x2
272481,2011,1,1,2011-01-01,00:02:00,3,MS,28,3,2,0,3,2,-89.8123,33.0394,-89.47,33.2213,23.45,1300,Tornado,#FFAA00,2011,-89.8123,33.0394
272666,2011,1,1,2011-01-01,00:40:00,3,MS,28,1,0,0,0.065,0,-89.2957,33.2625,-89.2856,33.2651,0.61,75,Tornado,#0000FF,2011,-89.2957,33.2625
272674,2011,1,1,2011-01-01,00:46:00,3,MS,28,1,0,0,0.02,0,-89.24,33.2839,-89.1271,33.2842,6.52,75,Tornado,#0000FF,2011,-89.24,33.2839
272701,2011,1,1,2011-01-01,01:15:00,3,MS,28,1,0,0,3,0,-88.8419,33.4386,-88.8205,33.4438,1.29,250,Tornado,#0000FF,2011,-88.8419,33.4386
272715,2011,1,1,2011-01-01,02:00:00,3,MS,28,2,0,0,0.8,0,-88.7666,32.9012,-88.671,32.9368,6.07,860,Tornado,#008000,2011,-88.7666,32.9012
272720,2011,1,1,2011-01-01,02:25:00,3,MS,28,3,1,0,1.5,0,-88.464,33.0609,-88.3345,33.1484,9.63,1330,Tornado,#FFAA00,2011,-88.464,33.0609
272723,2011,1,1,2011-01-01,02:56:00,3,MS,28,1,0,0,0.11,0,-88.8355,32.6646,-88.6743,32.7495,11.06,440,Tornado,#0000FF,2011,-88.8355,32.6646
278829,2011,1,9,2011-01-09,03:25:00,3,TX,48,1,0,0,5.01,0,-97.9663,27.7107,-97.6231,27.8537,23.3,200,Tornado,#0000FF,2011,-97.9663,27.7107
268346,2011,1,17,2011-01-17,10:03:00,3,FL,12,0,0,0,0,0,-80.865,28.49,-80.865,28.49,0.05,20,Tornado,#888888,2011,-80.865,28.49
280736,2011,1,25,2011-01-25,15:35:00,3,FL,12,0,0,0,0,0,-82.032,28.873,-82.024,28.884,0.9,30,Tornado,#888888,2011,-82.032,28.873
279417,2011,1,25,2011-01-25,17:15:00,3,FL,12,0,0,0,0,0,-82.1379,27.4602,-82.1219,27.4614,0.98,30,Tornado,#888888,2011,-82.1379,27.4602
280739,2011,1,25,2011-01-25,17:41:00,3,FL,12,0,0,0,0,0,-81.7,27.41,-81.6861,27.4109,0.86,30,Tornado,#888888,2011,-81.7,27.41
280740,2011,1,25,2011-01-25,18:08:00,3,FL,12,0,0,0,0,0,-81.89,27.46,-81.8715,27.4618,1.14,30,Tornado,#888888,2011,-81.89,27.46
280751,2011,1,25,2011-01-25,18:40:00,3,FL,12,0,0,0,0.1,0,-81.5996,26.7159,-81.5946,26.7172,0.32,50,Tornado,#888888,2011,-81.5996,26.7159
280806,2011,1,25,2011-01-25,19:09:00,3,FL,12,0,0,0,0.005,0,-81.3698,27.4391,-81.3555,27.4437,0.93,30,Tornado,#888888,2011,-81.3698,27.4391
281559,2011,1,25,2011-01-25,21:50:00,3,FL,12,0,0,0,0.02,0,-80.1321,26.3459,-80.1292,26.3448,0.2,50,Tornado,#888888,2011,-80.1321,26.3459
276331,2011,2,1,2011-02-01,06:10:00,3,TX,48,1,0,0,0.06,0,-94.6588,32.291,-94.6479,32.2917,0.64,100,Tornado,#0000FF,2011,-94.6588,32.291
276336,2011,2,1,2011-02-01,08:24:00,3,LA,22,0,0,0,0.001,0,-93.4925,31.6396,-93.3929,31.66,6.03,50,Tornado,#888888,2011,-93.4925,31.6396
281741,2011,2,1,2011-02-01,20:06:00,3,AL,1,0,0,0,0.15,0,-85.1902,31.5515,-85.1651,31.56,1.59,40,Tornado,#888888,2011,-85.1902,31.5515
277086,2011,2,11,2011-02-11,18:15:00,3,HI,15,0,0,0,0,0,-156.448,20.7719,-156.448,20.7719,0.01,10,Tornado,#888888,2011,-156.448,20.7719
275388,2011,2,24,2011-02-24,15:53:00,3,AR,5,1,0,0,0.165,0,-92.8653,34.7782,-92.7182,34.8804,11.09,80,Tornado,#0000FF,2011,-92.8653,34.7782
275383,2011,2,24,2011-02-24,16:56:00,3,AR,5,1,0,0,0.075,0,-92.0772,34.7304,-92.0422,34.7477,2.32,100,Tornado,#0000FF,2011,-92.0772,34.7304
275386,2011,2,24,2011-02-24,17:03:00,3,AR,5,1,0,0,0.4,0,-91.9045,34.7708,-91.8812,34.783,1.57,235,Tornado,#0000FF,2011,-91.9045,34.7708
278689,2011,2,24,2011-02-24,18:15:00,3,KY,21,0,0,0,0.03,0,-89.1789,36.5602,-89.159,36.5625,1.11,50,Tornado,#888888,2011,-89.1789,36.5602
278687,2011,2,24,2011-02-24,18:32:00,3,KY,21,1,0,0,0.08,0,-88.889,36.5256,-88.765,36.55,7.18,100,Tornado,#0000FF,2011,-88.889,36.5256
290092,2011,2,24,2011-02-24,19:25:00,3,LA,22,1,0,0,0.75,0,-91.4311,32.9763,-91.3221,32.9986,6.5,75,Tornado,#0000FF,2011,-91.4311,32.9763
290152,2011,2,24,2011-02-24,19:50:00,3,MS,28,2,0,0,1,0,-90.96,33,-90.835,33.015,7.34,400,Tornado,#008000,2011,-90.96,33
278691,2011,2,24,2011-02-24,19:50:00,3,KY,21,2,0,0,0.6,0,-87.618,36.8956,-87.5171,36.9109,5.68,300,Tornado,#008000,2011,-87.618,36.8956
332543,2011,2,24,2011-02-24,20:30:00,3,TN,47,2,0,0,1.525,0,-88.237,35.6643,-88.0345,35.7282,12.19,400,Tornado,#008000,2011,-88.237,35.6643
318252,2011,2,24,2011-02-24,22:02:00,3,TN,47,2,0,0,0.55,0,-86.6163,36.0871,-86.4884,36.1206,7.51,100,Tornado,#008000,2011,-86.6163,36.0871
284965,2011,2,24,2011-02-24,22:14:00,3,TN,47,2,2,0,0.5,0,-86.4179,36.1188,-86.3,36.1838,8,150,Tornado,#008000,2011,-86.4179,36.1188
288703,2011,2,24,2011-02-24,22:18:00,3,AL,1,0,0,0,0.075,0,-87.8578,34.2858,-87.8482,34.2878,0.57,100,Tornado,#888888,2011,-87.8578,34.2858
283920,2011,2,24,2011-02-24,23:10:00,3,AL,1,0,0,0,0,0,-86.9734,34.3015,-86.9695,34.3029,0.24,20,Tornado,#888888,2011,-86.9734,34.3015
299798,2011,2,25,2011-02-25,17:00:00,3,CA,6,0,0,0,0.018,0,-121.296,38.5647,-121.29,38.5671,0.35,10,Tornado,#888888,2011,-121.296,38.5647
285741,2011,2,27,2011-02-27,18:21:00,3,OK,40,0,0,0,0,0,-96.6708,36.9901,-96.6126,37.0076,3.47,75,Tornado,#888888,2011,-96.6708,36.9901
281705,2011,2,27,2011-02-27,18:34:00,3,KS,20,0,0,0,0,0,-96.4843,37.0344,-96.4673,37.0363,0.95,75,Tornado,#888888,2011,-96.4843,37.0344
286919,2011,2,27,2011-02-27,18:45:00,3,MO,29,1,0,0,0,0,-92.0356,39.6669,-92.0191,39.6747,1.03,30,Tornado,#0000FF,2011,-92.0356,39.6669
286920,2011,2,27,2011-02-27,18:48:00,3,MO,29,0,0,0,0,0,-92.0353,39.6573,-91.9977,39.6602,2.02,20,Tornado,#888888,2011,-92.0353,39.6573
286905,2011,2,27,2011-02-27,20:05:00,3,MO,29,0,0,0,0,0,-91.2125,39.4786,-91.1725,39.4903,2.28,40,Tornado,#888888,2011,-91.2125,39.4786
286906,2011,2,27,2011-02-27,22:05:00,3,MO,29,0,0,0,0,0,-91.2872,39.4972,-91.2614,39.5017,1.41,40,Tornado,#888888,2011,-91.2872,39.4972
287318,2011,2,27,2011-02-27,22:15:00,3,MO,29,1,0,0,0,0,-91.8152,38.4062,-91.8108,38.4065,0.24,50,Tornado,#0000FF,2011,-91.8152,38.4062
286191,2011,2,27,2011-02-27,22:33:00,3,MO,29,1,0,0,0,0,-91.4039,38.5009,-91.3902,38.5001,0.74,175,Tornado,#0000FF,2011,-91.4039,38.5009
286911,2011,2,27,2011-02-27,22:53:00,3,MO,29,1,0,0,0,0,-90.9395,38.5769,-90.7682,38.5886,9.35,200,Tornado,#0000FF,2011,-90.9395,38.5769
285450,2011,2,27,2011-02-27,23:03:00,3,MO,29,1,0,0,0,0,-90.7161,38.6191,-90.7139,38.6205,0.15,50,Tornado,#0000FF,2011,-90.7161,38.6191
285451,2011,2,27,2011-02-27,23:04:00,3,MO,29,1,0,0,0,0,-90.6965,38.6101,-90.6915,38.6136,0.36,75,Tornado,#0000FF,2011,-90.6965,38.6101
285452,2011,2,27,2011-02-27,23:05:00,3,MO,29,1,0,0,0,0,-90.6909,38.6214,-90.6741,38.6208,0.91,200,Tornado,#0000FF,2011,-90.6909,38.6214
286923,2011,2,27,2011-02-27,23:06:00,3,MO,29,1,0,0,0,0,-90.6859,38.6092,-90.6731,38.6129,0.74,50,Tornado,#0000FF,2011,-90.6859,38.6092
286924,2011,2,27,2011-02-27,23:10:00,3,MO,29,1,0,0,0,0,-90.6624,38.6164,-90.6515,38.6173,0.6,70,Tornado,#0000FF,2011,-90.6624,38.6164
287101,2011,2,27,2011-02-27,23:30:00,3,IN,18,1,0,0,0.105,0,-85.8192,39.9509,-85.8184,39.96,0.63,40,Tornado,#0000FF,2011,-85.8192,39.9509
284639,2011,2,27,2011-02-27,23:35:00,3,IL,17,1,0,0,0,0,-90.1643,38.7138,-90.1038,38.7124,3.26,100,Tornado,#0000FF,2011,-90.1643,38.7138
286532,2011,2,27,2011-02-27,23:39:00,3,IL,17,1,0,0,0,0,-89.9818,38.7807,-89.9378,38.7872,2.41,150,Tornado,#0000FF,2011,-89.9818,38.7807
286537,2011,2,27,2011-02-27,23:42:00,3,IL,17,1,0,0,0,0,-89.9019,38.775,-89.866,38.7794,1.96,50,Tornado,#0000FF,2011,-89.9019,38.775
284640,2011,2,27,2011-02-27,23:45:00,3,IL,17,2,1,0,0,0,-89.9266,38.7308,-89.8766,38.7294,2.7,200,Tornado,#008000,2011,-89.9266,38.7308
284641,2011,2,27,2011-02-27,23:57:00,3,IL,17,1,0,0,0,0,-89.5493,38.8669,-89.4993,38.8642,2.7,50,Tornado,#0000FF,2011,-89.5493,38.8669
286541,2011,2,28,2011-02-28,00:03:00,3,IL,17,0,0,0,0,0,-89.5574,38.423,-89.5066,38.4274,2.77,50,Tornado,#888888,2011,-89.5574,38.423
286550,2011,2,28,2011-02-28,00:08:00,3,IL,17,2,0,0,0,0,-89.4215,38.444,-89.3783,38.4426,2.34,100,Tornado,#008000,2011,-89.4215,38.444
284642,2011,2,28,2011-02-28,00:27:00,3,IL,17,2,0,0,0,0,-88.9293,38.9221,-88.9059,38.9206,1.26,90,Tornado,#008000,2011,-88.9293,38.9221
284646,2011,2,28,2011-02-28,00:32:00,3,IL,17,1,0,0,0,0,-88.8341,39.0163,-88.8314,39.0161,0.15,10,Tornado,#0000FF,2011,-88.8341,39.0163
284645,2011,2,28,2011-02-28,00:33:00,3,IL,17,2,0,0,0,0,-88.8072,38.9964,-88.8062,38.9956,0.08,50,Tornado,#008000,2011,-88.8072,38.9964
280344,2011,2,28,2011-02-28,01:36:00,3,IN,18,1,0,0,0.15,0,-87.7906,38.27,-87.3608,38.28,23.32,250,Tornado,#0000FF,2011,-87.7906,38.27
280345,2011,2,28,2011-02-28,01:51:00,3,IN,18,2,0,0,0.6,0,-87.54,38.34,-87.1341,38.3389,22.01,550,Tornado,#008000,2011,-87.54,38.34
280350,2011,2,28,2011-02-28,02:10:00,3,IN,18,0,0,0,0.15,0,-87.1,38.4355,-87.1327,38.4244,1.93,200,Tornado,#888888,2011,-87.1,38.4355
287396,2011,2,28,2011-02-28,02:19:00,3,IN,18,2,1,0,0.5,0,-87,38.34,-86.7484,38.3961,14.17,225,Tornado,#008000,2011,-87,38.34
287418,2011,2,28,2011-02-28,03:29:00,3,IN,18,1,0,0,0.007,0,-85.6886,38.3344,-85.6248,38.3394,3.03,100,Tornado,#0000FF,2011,-85.6886,38.3344
286984,2011,2,28,2011-02-28,03:59:00,3,KY,21,3,1,0,0.5,0,-85.1598,38.351,-85.1233,38.3668,2.26,150,Tornado,#FFAA00,2011,-85.1598,38.351
279804,2011,2,28,2011-02-28,05:00:00,3,OH,39,1,0,0,0.1,0,-82.537,39.861,-82.492,39.866,2.41,75,Tornado,#0000FF,2011,-82.537,39.861
287073,2011,2,28,2011-02-28,05:49:00,3,KY,21,1,0,0,0.1,0,-84.68,37.52,-84.5254,37.4913,8.7,250,Tornado,#0000FF,2011,-84.68,37.52
276026,2011,2,28,2011-02-28,06:37:00,3,KY,21,1,0,0,0.075,0,-83.3719,37.7467,-83.3674,37.7471,0.25,100,Tornado,#0000FF,2011,-83.3719,37.7467
291036,2011,2,28,2011-02-28,12:18:00,3,TN,47,2,4,1,0.04,0,-86.105,35.3094,-86.33,35.27,16.1,600,Tornado,#008000,2011,-86.105,35.3094
289298,2011,2,28,2011-02-28,12:18:00,3,AL,1,1,0,0,0.03,0,-86.5048,34.99,-86.4308,34.99,3.92,200,Tornado,#0000FF,2011,-86.5048,34.99
276461,2011,2,28,2011-02-28,13:00:00,3,TN,47,0,0,0,0.02,0,-85.7147,35.0003,-85.7141,35.0007,0.01,20,Tornado,#888888,2011,-85.7147,35.0003
284377,2011,2,28,2011-02-28,13:25:00,3,TN,47,1,0,0,1.25,0,-85.35,35.13,-85.35,35.13,2.2,90,Tornado,#0000FF,2011,-85.35,35.13
284380,2011,2,28,2011-02-28,13:30:00,3,TN,47,1,0,0,5,0,-85.28,35.179,-85.28,35.179,2.6,150,Tornado,#0000FF,2011,-85.28,35.179
289674,2011,2,28,2011-02-28,15:53:00,3,AL,1,0,0,0,0.008,0,-86.2212,33.354,-86.2152,33.3548,0.34,50,Tornado,#888888,2011,-86.2212,33.354
285541,2011,2,28,2011-02-28,16:02:00,3,SC,45,0,0,0,0,0,-82.444,35.053,-82.417,35.051,1.53,50,Tornado,#888888,2011,-82.444,35.053
289678,2011,2,28,2011-02-28,17:05:00,3,AL,1,0,0,0,0.077,0,-86.4854,32.5699,-86.3329,32.5546,8.94,200,Tornado,#888888,2011,-86.4854,32.5699
289684,2011,2,28,2011-02-28,17:28:00,3,AL,1,0,0,0,0.045,0,-85.3988,33.0073,-85.3658,33.0084,1.91,30,Tornado,#888888,2011,-85.3988,33.0073
289685,2011,2,28,2011-02-28,17:37:00,3,AL,1,1,0,0,0.06,0,-86.5114,32.2105,-86.4282,32.1965,4.96,200,Tornado,#0000FF,2011,-86.5114,32.2105
276006,2011,2,28,2011-02-28,18:24:00,3,SC,45,1,0,0,0.12,0,-81.728,34.2496,-81.6691,34.2447,3.38,100,Tornado,#0000FF,2011,-81.728,34.2496
292177,2011,3,5,2011-03-05,08:30:00,3,LA,22,0,0,0,0.01,0,-92.8309,30.1088,-92.7584,30.1394,4.82,25,Tornado,#888888,2011,-92.8309,30.1088
292178,2011,3,5,2011-03-05,08:50:00,3,LA,22,0,0,0,0.01,0,-92.7322,30.1542,-92.6924,30.1735,2.73,25,Tornado,#888888,2011,-92.7322,30.1542
292180,2011,3,5,2011-03-05,09:44:00,3,LA,22,0,3,0,0.05,0,-92.4003,30.2344,-92.3833,30.238,1.05,25,Tornado,#888888,2011,-92.4003,30.2344
292185,2011,3,5,2011-03-05,09:51:00,3,LA,22,2,11,1,15,0,-92.3142,30.219,-92.2308,30.2901,6.99,250,Tornado,#008000,2011,-92.3142,30.219
295100,2011,3,5,2011-03-05,12:20:00,3,LA,22,1,0,0,0.025,0,-91.0878,30.65,-91.0878,30.65,0.3,40,Tornado,#0000FF,2011,-91.0878,30.65
295102,2011,3,5,2011-03-05,12:27:00,3,LA,22,0,0,0,0.015,0,-90.8,30.4132,-90.8,30.4132,0.25,30,Tornado,#888888,2011,-90.8,30.4132
279352,2011,3,5,2011-03-05,12:32:00,3,LA,22,1,0,0,0.05,0,-90.82,29.779,-90.82,29.779,0.5,30,Tornado,#0000FF,2011,-90.82,29.779
283697,2011,3,6,2011-03-06,16:10:00,3,NC,37,0,1,0,0.1,0,-78.4534,35.926,-78.4173,35.9431,2.34,50,Tornado,#888888,2011,-78.4534,35.926
284458,2011,3,6,2011-03-06,17:17:00,3,NC,37,0,0,0,0,0.01,-77.8092,35.5878,-77.8083,35.5933,0.38,25,Tornado,#888888,2011,-77.8092,35.5878
276763,2011,3,6,2011-03-06,17:17:00,3,NC,37,0,0,0,0.002,0,-77.81,35.56,-77.8,35.56,0.56,30,Tornado,#888888,2011,-77.81,35.56
288091,2011,3,8,2011-03-08,16:10:00,3,TX,48,0,0,0,0.02,0,-95.7824,33.6057,-95.7134,33.6147,4.02,60,Tornado,#888888,2011,-95.7824,33.6057
282415,2011,3,8,2011-03-08,17:15:00,3,TX,48,1,0,0,0.4,0,-95.182,33.63,-94.999,33.649,10.61,225,Tornado,#0000FF,2011,-95.182,33.63
292806,2011,3,8,2011-03-08,18:47:00,3,LA,22,1,0,0,0.1,0,-92.4322,31.1902,-92.4123,31.2167,2.18,50,Tornado,#0000FF,2011,-92.4322,31.1902
292808,2011,3,8,2011-03-08,20:57:00,3,LA,22,1,0,0,0,0.01,-92.577,31.1645,-92.5212,31.1803,3.47,50,Tornado,#0000FF,2011,-92.577,31.1645
292850,2011,3,8,2011-03-08,21:30:00,3,LA,22,0,0,0,0.025,0,-92.3372,31.3333,-92.3232,31.3707,2.71,25,Tornado,#888888,2011,-92.3372,31.3333
285233,2011,3,9,2011-03-09,01:08:00,3,MS,28,1,0,0,0.15,0,-90.6135,32.1334,-90.5671,32.2,6,250,Tornado,#0000FF,2011,-90.6135,32.1334
285235,2011,3,9,2011-03-09,01:34:00,3,MS,28,2,0,0,0.5,0,-90.3112,32.1146,-90.2924,32.1428,2.24,150,Tornado,#008000,2011,-90.3112,32.1146
280566,2011,3,9,2011-03-09,04:50:00,3,LA,22,1,0,0,0.1,0,-89.9379,30.3465,-89.7827,30.4732,11,300,Tornado,#0000FF,2011,-89.9379,30.3465
280590,2011,3,9,2011-03-09,05:25:00,3,MS,28,1,0,0,0.02,0,-89.7288,30.4934,-89.678,30.5401,3,100,Tornado,#0000FF,2011,-89.7288,30.4934
280597,2011,3,9,2011-03-09,05:45:00,3,LA,22,1,1,0,0.1,0,-89.9525,30.5921,-89.9525,30.5921,0.5,100,Tornado,#0000FF,2011,-89.9525,30.5921
280598,2011,3,9,2011-03-09,06:08:00,3,LA,22,0,0,0,0.005,0,-90.2747,30.0431,-90.2747,30.0431,1.5,20,Tornado,#888888,2011,-90.2747,30.0431
280605,2011,3,9,2011-03-09,06:52:00,3,LA,22,2,0,0,0.3,0,-89.7362,30.2918,-89.7271,30.3176,1.86,250,Tornado,#008000,2011,-89.7362,30.2918
280617,2011,3,9,2011-03-09,07:34:00,3,MS,28,1,0,0,0.02,0,-89.15,30.4368,-89.15,30.4368,1,30,Tornado,#0000FF,2011,-89.15,30.4368
280661,2011,3,9,2011-03-09,07:47:00,3,MS,28,1,0,0,0.1,0,-88.9339,30.4427,-88.9339,30.4427,0.25,30,Tornado,#0000FF,2011,-88.9339,30.4427
295261,2011,3,9,2011-03-09,08:26:00,3,AL,1,1,0,0,0,0,-88.37,30.547,-88.368,30.549,0.18,80,Tornado,#0000FF,2011,-88.37,30.547
295256,2011,3,9,2011-03-09,08:37:00,3,AL,1,2,4,0,0,0,-88.2169,30.5607,-88.204,30.5679,0.91,100,Tornado,#008000,2011,-88.2169,30.5607
295279,2011,3,9,2011-03-09,09:17:00,3,AL,1,2,0,0,0,0,-87.761,30.5341,-87.739,30.557,2.05,350,Tornado,#008000,2011,-87.761,30.5341
295289,2011,3,9,2011-03-09,09:28:00,3,FL,12,0,0,0,0,0,-87.3268,30.8693,-87.3186,30.8659,0.54,80,Tornado,#888888,2011,-87.3268,30.8693
295293,2011,3,9,2011-03-09,10:02:00,3,FL,12,0,0,0,0,0.1,-87.1148,30.6218,-87.1136,30.6206,0.11,50,Tornado,#888888,2011,-87.1148,30.6218
291892,2011,3,9,2011-03-09,13:10:00,3,GA,13,0,0,0,0.004,0,-83.928,31.3254,-83.9255,31.3307,0.4,30,Tornado,#888888,2011,-83.928,31.3254
293223,2011,3,10,2011-03-10,11:19:00,3,FL,12,0,0,0,0.001,0,-80.2048,25.7508,-80.1559,25.7335,3.27,20,Tornado,#888888,2011,-80.2048,25.7508
291432,2011,3,10,2011-03-10,17:17:00,3,VA,51,1,0,0,0.025,0,-77.7605,38.575,-77.7013,38.6189,4.41,75,Tornado,#0000FF,2011,-77.7605,38.575
291433,2011,3,10,2011-03-10,17:59:00,3,VA,51,0,0,0,0.005,0,-77.4508,38.8517,-77.3824,38.8986,4.9,75,Tornado,#888888,2011,-77.4508,38.8517
280611,2011,3,14,2011-03-14,13:06:00,3,MS,28,0,0,0,0.04,0,-89.9697,32.198,-89.9428,32.2045,1.63,75,Tornado,#888888,2011,-89.9697,32.198
286160,2011,3,16,2011-03-16,16:00:00,3,ID,16,0,0,0,0,0,-114.666,42.57,-114.539,42.6212,7.36,10,Tornado,#888888,2011,-114.666,42.57
290104,2011,3,18,2011-03-18,11:15:00,3,CA,6,1,0,0,0.05,0,-122.708,38.4525,-122.708,38.4525,0.1,100,Tornado,#0000FF,2011,-122.708,38.4525
292900,2011,3,19,2011-03-19,16:15:00,3,SC,45,0,0,0,0,0,-81.9934,34.2511,-81.9926,34.2483,0.2,30,Tornado,#888888,2011,-81.9934,34.2511
279611,2011,3,19,2011-03-19,18:03:00,3,TX,48,0,0,0,0,0,-101.764,33.9016,-101.764,33.9016,0.1,75,Tornado,#888888,2011,-101.764,33.9016
299794,2011,3,21,2011-03-21,16:44:00,3,CA,6,0,0,0,0,0,-122.237,39.28,-122.233,39.28,0.25,10,Tornado,#888888,2011,-122.237,39.28
280409,2011,3,22,2011-03-22,15:40:00,3,NE,31,1,0,0,1.1,0,-96.4071,41.7131,-96.3803,41.7419,2.42,75,Tornado,#0000FF,2011,-96.4071,41.7131
280419,2011,3,22,2011-03-22,16:00:00,3,IA,19,1,2,0,0,0,-95.842,41.5704,-95.6738,41.6832,11.67,100,Tornado,#0000FF,2011,-95.842,41.5704
279525,2011,3,22,2011-03-22,16:30:00,3,IA,19,1,0,0,0.15,0,-94.7511,41.1984,-94.7127,41.2277,2.84,250,Tornado,#0000FF,2011,-94.7511,41.1984
281746,2011,3,22,2011-03-22,16:33:00,3,IA,19,0,0,0,0,0,-94.7229,41.1226,-94.6796,41.1538,3.12,80,Tornado,#888888,2011,-94.7229,41.1226
279355,2011,3,22,2011-03-22,16:42:00,3,IA,19,0,0,0,0,0,-94.6436,41.2598,-94.6275,41.2667,0.97,30,Tornado,#888888,2011,-94.6436,41.2598
288617,2011,3,22,2011-03-22,16:47:00,3,IA,19,0,0,0,0,0,-95.3912,41.7993,-95.3792,41.8108,1,40,Tornado,#888888,2011,-95.3912,41.7993
279356,2011,3,22,2011-03-22,17:16:00,3,IA,19,0,0,0,0,0,-94.4704,41.0556,-94.4403,41.0732,1.98,100,Tornado,#888888,2011,-94.4704,41.0556
279357,2011,3,22,2011-03-22,17:18:00,3,IA,19,2,0,0,1,0,-94.1356,41.3737,-93.9793,41.4582,9.98,1410,Tornado,#008000,2011,-94.1356,41.3737
281747,2011,3,22,2011-03-22,18:11:00,3,IA,19,0,0,0,0,0,-94.1609,41.2958,-94.1568,41.2971,0.23,25,Tornado,#888888,2011,-94.1609,41.2958
292990,2011,3,23,2011-03-23,14:45:00,3,PA,42,2,0,0,4,0,-79.74,40.28,-79.57,40.28,8.96,300,Tornado,#008000,2011,-79.74,40.28
299795,2011,3,23,2011-03-23,17:00:00,3,CA,6,0,0,0,0.07,0,-122.167,39.145,-122.161,39.16,1.09,10,Tornado,#888888,2011,-122.167,39.145
290014,2011,3,23,2011-03-23,17:54:00,3,TN,47,2,0,0,0.35,0,-85.639,35.96,-85.49,35.913,9,100,Tornado,#008000,2011,-85.639,35.96
290008,2011,3,23,2011-03-23,18:03:00,3,TN,47,0,0,0,0.025,0,-86.4354,35.7189,-86.4473,35.7295,1,50,Tornado,#888888,2011,-86.4354,35.7189
282100,2011,3,23,2011-03-23,19:50:00,3,TN,47,3,2,0,2.5,0,-84.2322,35.6596,-84.1326,35.6819,5.8,500,Tornado,#FFAA00,2011,-84.2322,35.6596
290011,2011,3,24,2011-03-24,17:19:00,3,TN,47,1,0,0,0.2,0,-86.093,36.099,-86.001,36.065,5.65,100,Tornado,#0000FF,2011,-86.093,36.099
293450,2011,3,26,2011-03-26,15:10:00,3,AL,1,1,0,0,0.018,0,-86.9194,33.1223,-86.9161,33.1223,0.19,50,Tornado,#0000FF,2011,-86.9194,33.1223
290235,2011,3,26,2011-03-26,15:40:00,3,GA,13,0,0,0,0.03,0,-83.933,31.9196,-83.921,31.9216,0.72,200,Tornado,#888888,2011,-83.933,31.9196
294628,2011,3,26,2011-03-26,15:54:00,3,GA,13,0,0,0,0.005,0,-84.1567,31.7475,-84.1544,31.7518,0.33,10,Tornado,#888888,2011,-84.1567,31.7475
294641,2011,3,26,2011-03-26,16:35:00,3,GA,13,0,0,0,0,0,-85.11,31.88,-85.108,31.8802,0.12,10,Tornado,#888888,2011,-85.11,31.88
294647,2011,3,26,2011-03-26,17:22:00,3,GA,13,1,0,0,0.065,0,-84.74,31.88,-84.7333,31.8822,0.42,20,Tornado,#0000FF,2011,-84.74,31.88
294363,2011,3,26,2011-03-26,17:40:00,3,GA,13,0,0,0,0.04,0,-81.95,32.61,-81.9407,32.6102,0.6,100,Tornado,#888888,2011,-81.95,32.61
294365,2011,3,26,2011-03-26,17:42:00,3,GA,13,1,0,0,0.25,0,-81.91,32.61,-81.8554,32.6096,3.1,440,Tornado,#0000FF,2011,-81.91,32.61
290725,2011,3,26,2011-03-26,19:36:00,3,GA,13,1,0,0,0.25,0,-82.8309,32.6,-82.7708,32.6,3.5,500,Tornado,#0000FF,2011,-82.8309,32.6
282217,2011,3,29,2011-03-29,16:15:00,3,LA,22,0,0,0,0.01,0,-90.5399,30.0418,-90.5393,30.043,0.08,50,Tornado,#888888,2011,-90.5399,30.0418
282218,2011,3,29,2011-03-29,16:17:00,3,LA,22,0,0,0,0.01,0,-90.4943,30.0217,-90.4939,30.0233,0.15,25,Tornado,#888888,2011,-90.4943,30.0217
282246,2011,3,29,2011-03-29,19:02:00,3,LA,22,1,0,0,0.2,0,-89.7899,29.7689,-89.7889,29.7606,0.6,25,Tornado,#0000FF,2011,-89.7899,29.7689
284207,2011,3,30,2011-03-30,13:56:00,3,FL,12,1,0,0,0,0,-82.0988,28.7367,-82.0631,28.7418,2.19,40,Tornado,#0000FF,2011,-82.0988,28.7367
281841,2011,3,31,2011-03-31,06:27:00,3,FL,12,0,0,0,0,0,-82.6325,28.0953,-82.564,28.1092,4.29,30,Tornado,#888888,2011,-82.6325,28.0953
281843,2011,3,31,2011-03-31,06:38:00,3,FL,12,0,0,0,0.02,0,-82.508,28.14,-82.4167,28.1514,5.62,30,Tornado,#888888,2011,-82.508,28.14
281845,2011,3,31,2011-03-31,07:12:00,3,FL,12,0,0,0,0,0,-82.05,28.198,-81.9601,28.2113,5.55,50,Tornado,#888888,2011,-82.05,28.198
281820,2011,3,31,2011-03-31,09:04:00,3,FL,12,1,0,0,0.75,0,-82.8509,27.8716,-82.8499,27.8717,0.06,30,Tornado,#0000FF,2011,-82.8509,27.8716
281822,2011,3,31,2011-03-31,09:19:00,3,FL,12,1,0,0,0.005,0,-82.6935,27.8983,-82.6812,27.9009,0.98,60,Tornado,#0000FF,2011,-82.6935,27.8983
289560,2011,3,31,2011-03-31,09:30:00,3,FL,12,1,0,0,2.27,0,-82.5025,27.8766,-82.4794,27.8876,1.6,100,Tornado,#0000FF,2011,-82.5025,27.8766
289561,2011,3,31,2011-03-31,09:40:00,3,FL,12,1,0,0,1.58,0,-82.4126,27.9013,-82.3273,27.8927,5.24,100,Tornado,#0000FF,2011,-82.4126,27.9013
