om,yr,mo,dy,date,time,tz,st,stf,mag,inj,fat,loss,closs,slon,slat,elon,elat,len,wid,kind,marker_col,Year,coords.x1,coords.x2
506859,2014,5,15,2014-05-15,04:46:00,3,NC,37,0,0,0,0.01,0,-80.9008,35.1297,-80.8974,35.1364,0.5,40,Tornado,#888888,2014,-80.9008,35.1297
508506,2014,5,15,2014-05-15,07:15:00,3,FL,12,1,0,0,0,0,-82.7894,30.1615,-82.7852,30.1657,0.4,50,Tornado,#0000FF,2014,-82.7894,30.1615
508594,2014,5,15,2014-05-15,12:29:00,3,FL,12,0,0,0,0,0,-80.3288,25.7858,-80.3246,25.7866,0.27,30,Tornado,#888888,2014,-80.3288,25.7858
515456,2014,5,15,2014-05-15,16:10:00,3,NC,37,1,0,0,0.25,0,-78.9347,35.9538,-78.9357,35.9647,0.76,150,Tornado,#0000FF,2014,-78.9347,35.9538
506826,2014,5,15,2014-05-15,17:03:00,3,PA,42,0,0,0,0.005,0,-77.431,41.133,-77.428,41.137,0.32,100,Tornado,#888888,2014,-77.431,41.133
520288,2014,5,16,2014-05-16,01:31:00,3,VA,51,0,0,0,0,0.005,-77.6952,38.9626,-77.6909,38.9689,0.4,75,Tornado,#888888,2014,-77.6952,38.9626
511791,2014,5,18,2014-05-18,17:50:00,3,MT,30,0,0,0,0,0,-105.16,45.16,-105.16,45.16,0.1,25,Tornado,#888888,2014,-105.16,45.16
520455,2014,5,18,2014-05-18,18:35:00,3,NE,31,0,0,0,0,0,-103.45,42.01,-103.42,42.03,2.07,30,Tornado,#888888,2014,-103.45,42.01
521482,2014,5,18,2014-05-18,19:20:00,3,NE,31,0,0,0,0,0,-103.15,42.1,-103.05,42.15,6.18,30,Tornado,#888888,2014,-103.15,42.1
521786,2014,5,20,2014-05-20,17:25:00,3,NE,31,0,0,0,0,0,-103.924,41.9258,-103.911,41.9272,0.68,25,Tornado,#888888,2014,-103.924,41.9258
510874,2014,5,21,2014-05-21,13:38:00,3,NV,32,0,0,0,0,0,-115.741,40.8515,-115.743,40.8485,0.23,25,Tornado,#888888,2014,-115.741,40.8515
510875,2014,5,21,2014-05-21,13:48:00,3,NV,32,0,0,0,0.002,0,-115.783,40.8362,-115.785,40.8329,0.26,125,Tornado,#888888,2014,-115.783,40.8362
515648,2014,5,21,2014-05-21,14:05:00,3,CO,8,0,0,0,0,0,-104.81,39.7,-104.81,39.7,0.1,50,Tornado,#888888,2014,-104.81,39.7
515645,2014,5,21,2014-05-21,14:30:00,3,CO,8,0,0,0,0,0,-104.81,39.7607,-104.81,39.7607,0.1,50,Tornado,#888888,2014,-104.81,39.7607
515644,2014,5,21,2014-05-21,14:45:00,3,CO,8,0,0,0,0,0,-104.6,39.75,-104.6,39.75,0.1,50,Tornado,#888888,2014,-104.6,39.75
515655,2014,5,21,2014-05-21,16:20:00,3,CO,8,0,0,0,0,0,-104.17,39.73,-104.17,39.73,0.1,50,Tornado,#888888,2014,-104.17,39.73
515652,2014,5,21,2014-05-21,17:06:00,3,CO,8,0,0,0,0,0,-104.04,39.87,-104.04,39.87,0.1,50,Tornado,#888888,2014,-104.04,39.87
510877,2014,5,21,2014-05-21,17:30:00,3,NV,32,0,0,0,0,0,-116.93,40.21,-116.935,40.21,0.24,50,Tornado,#888888,2014,-116.93,40.21
521581,2014,5,21,2014-05-21,18:40:00,3,ID,16,0,0,0,0.001,0,-113.049,42.8465,-112.97,42.8823,3,20,Tornado,#888888,2014,-113.049,42.8465
521803,2014,5,21,2014-05-21,19:15:00,3,WY,56,0,0,0,0,0,-105.005,42.2021,-104.99,42.21,0.94,25,Tornado,#888888,2014,-105.005,42.2021
510203,2014,5,22,2014-05-22,12:45:00,3,CO,8,0,0,0,0,0,-105.613,37.5979,-105.615,37.602,0.3,25,Tornado,#888888,2014,-105.613,37.5979
513755,2014,5,22,2014-05-22,13:33:00,3,NY,36,3,0,0,0,0,-74.19,42.82,-74.1489,42.7264,6.79,440,Tornado,#FFAA00,2014,-74.19,42.82
519446,2014,5,22,2014-05-22,14:54:00,3,DE,10,1,2,0,0.15,0,-75.667,39.098,-75.661,39.096,0.35,50,Tornado,#0000FF,2014,-75.667,39.098
523967,2014,5,22,2014-05-22,15:45:00,3,VA,51,0,0,0,0.025,0,-77.24,37.26,-77.24,37.25,0.69,25,Tornado,#888888,2014,-77.24,37.26
523996,2014,5,22,2014-05-22,16:05:00,3,VA,51,0,0,0,0.005,0,-76.94,37.78,-76.9297,37.7709,0.85,50,Tornado,#888888,2014,-76.94,37.78
523994,2014,5,22,2014-05-22,16:20:00,3,VA,51,0,0,0,0.025,0,-77.1,37.05,-77.1,37.03,1.38,100,Tornado,#888888,2014,-77.1,37.05
509256,2014,5,23,2014-05-23,13:35:00,3,WY,56,0,0,0,0,0,-106.423,42.7319,-106.459,42.7435,2,40,Tornado,#888888,2014,-106.423,42.7319
511323,2014,5,23,2014-05-23,19:05:00,3,NM,35,0,0,0,0,0,-103.467,32.2718,-103.41,32.2922,3.65,200,Tornado,#888888,2014,-103.467,32.2718
509260,2014,5,24,2014-05-24,14:36:00,3,WY,56,0,0,0,0,0,-108.443,44.9217,-108.437,44.9114,0.77,20,Tornado,#888888,2014,-108.443,44.9217
521869,2014,5,24,2014-05-24,16:21:00,3,TX,48,0,0,0,0,0,-101.836,30.9255,-101.834,30.9262,0.12,50,Tornado,#888888,2014,-101.836,30.9255
509836,2014,5,25,2014-05-25,11:39:00,3,CO,8,0,0,0,0,0,-105.267,38.9285,-105.268,38.9287,0.08,25,Tornado,#888888,2014,-105.267,38.9285
514385,2014,5,25,2014-05-25,12:45:00,3,TX,48,0,0,0,0,0,-102.874,30.3808,-102.857,30.3879,1.16,200,Tornado,#888888,2014,-102.874,30.3808
518331,2014,5,26,2014-05-26,10:46:00,3,TX,48,0,0,0,0.01,0,-97.4599,30.0941,-97.4518,30.0954,0.5,30,Tornado,#888888,2014,-97.4599,30.0941
522219,2014,5,26,2014-05-26,11:50:00,3,ME,23,0,0,0,0,0,-67.992,46.148,-67.99,46.145,0.23,180,Tornado,#888888,2014,-67.992,46.148
516993,2014,5,26,2014-05-26,14:38:00,3,TX,48,0,0,0,0,0,-102.105,32.4985,-102.099,32.5054,0.6,200,Tornado,#888888,2014,-102.105,32.4985
519254,2014,5,26,2014-05-26,15:20:00,3,TX,48,0,0,0,0,0,-97.6463,28.0553,-97.6444,28.0553,0.12,50,Tornado,#888888,2014,-97.6463,28.0553
516963,2014,5,26,2014-05-26,16:38:00,3,TX,48,2,0,0,0.045,0,-101.286,32.2946,-101.28,32.3084,1.01,400,Tornado,#008000,2014,-101.286,32.2946
508961,2014,5,26,2014-05-26,16:52:00,3,TX,48,0,0,0,5e-4,0,-102.198,33.5125,-102.167,33.4979,2.05,30,Tornado,#888888,2014,-102.198,33.5125
516964,2014,5,26,2014-05-26,16:57:00,3,TX,48,0,0,0,0,0,-101.594,31.8935,-101.58,31.909,1.33,500,Tornado,#888888,2014,-101.594,31.8935
516966,2014,5,26,2014-05-26,17:26:00,3,TX,48,0,0,0,0,0,-101.381,31.87,-101.375,31.8784,0.67,200,Tornado,#888888,2014,-101.381,31.87
516967,2014,5,26,2014-05-26,17:42:00,3,TX,48,0,0,0,0,0,-101.355,31.8462,-101.347,31.8552,0.79,300,Tornado,#888888,2014,-101.355,31.8462
521580,2014,5,26,2014-05-26,17:47:00,3,TX,48,0,0,0,0,0,-101.21,31.72,-101.206,31.7197,0.22,40,Tornado,#888888,2014,-101.21,31.72
519609,2014,5,26,2014-05-26,18:46:00,3,ND,38,2,9,0,2.5,0,-103.28,47.71,-103.27,47.71,0.46,100,Tornado,#008000,2014,-103.28,47.71
522504,2014,5,27,2014-05-27,11:38:00,3,OK,40,0,0,0,0.005,0,-96.0689,35.6111,-96.0689,35.6111,0.3,50,Tornado,#888888,2014,-96.0689,35.6111
522266,2014,5,27,2014-05-27,12:55:00,3,OK,40,0,0,0,0,0,-97.6775,34.18,-97.6775,34.18,0.1,30,Tornado,#888888,2014,-97.6775,34.18
521355,2014,5,27,2014-05-27,13:00:00,3,OK,40,0,0,0,0,0,-98.49,34.51,-98.4922,34.5101,0.12,50,Tornado,#888888,2014,-98.49,34.51
523764,2014,5,27,2014-05-27,13:17:00,3,SD,46,1,0,0,0,0,-103.593,44.113,-103.569,44.087,2.16,300,Tornado,#0000FF,2014,-103.593,44.113
521134,2014,5,27,2014-05-27,17:30:00,3,TX,48,1,0,0,1.6,0,-98.0538,27.7519,-98.0631,27.719,2.34,550,Tornado,#0000FF,2014,-98.0538,27.7519
521135,2014,5,27,2014-05-27,18:45:00,3,TX,48,1,0,0,0.25,0,-98.1278,27.3649,-98.1376,27.2893,5.26,650,Tornado,#0000FF,2014,-98.1278,27.3649
512392,2014,5,28,2014-05-28,04:32:00,3,LA,22,1,0,0,0,0,-90.5975,30.0389,-90.5997,30.0758,2.55,75,Tornado,#0000FF,2014,-90.5975,30.0389
521517,2014,5,28,2014-05-28,11:47:00,3,IL,17,0,0,0,0,0,-88.7569,40.3673,-88.7532,40.3666,0.2,50,Tornado,#888888,2014,-88.7569,40.3673
521519,2014,5,28,2014-05-28,12:40:00,3,IL,17,0,0,0,0,0,-89.0007,40.7632,-88.9901,40.7595,0.61,100,Tornado,#888888,2014,-89.0007,40.7632
521327,2014,5,30,2014-05-30,14:38:00,3,FL,12,0,0,0,0,0,-81.16,26.73,-81.16,26.73,0.25,10,Tornado,#888888,2014,-81.16,26.73
516719,2014,5,30,2014-05-30,14:45:00,3,FL,12,0,0,0,0.05,0,-82.2657,27.8175,-82.2667,27.8239,0.45,50,Tornado,#888888,2014,-82.2657,27.8175
520585,2014,5,30,2014-05-30,16:30:00,3,SD,46,0,0,0,0,0,-99.278,44.604,-99.312,44.651,3.65,50,Tornado,#888888,2014,-99.278,44.604
520628,2014,5,30,2014-05-30,16:44:00,3,SD,46,0,0,0,0,0,-99.312,44.651,-99.34,44.667,1.77,50,Tornado,#888888,2014,-99.312,44.651
519042,2014,5,31,2014-05-31,08:30:00,3,SC,45,0,0,0,0,0,-80.0889,32.6005,-80.0908,32.6,0.11,30,Tornado,#888888,2014,-80.0889,32.6005
511652,2014,5,31,2014-05-31,13:34:00,3,WY,56,0,0,0,0,0,-110.006,43.34,-110.004,43.3445,0.32,30,Tornado,#888888,2014,-110.006,43.34
511681,2014,5,31,2014-05-31,14:55:00,3,MT,30,0,0,0,0,0,-106.76,46.73,-106.76,46.73,0.1,25,Tornado,#888888,2014,-106.76,46.73
511728,2014,5,31,2014-05-31,19:15:00,3,MT,30,0,0,0,0,0,-105.68,45.86,-105.68,45.86,0.1,25,Tornado,#888888,2014,-105.68,45.86
509718,2014,6,1,2014-06-01,11:42:00,3,IA,19,0,0,0,0,0,-93.931,43.3731,-93.9095,43.3716,1.08,25,Tornado,#888888,2014,-93.931,43.3731
509792,2014,6,1,2014-06-01,16:43:00,3,KS,20,0,0,0,0,0,-97.8971,39.7684,-97.8956,39.7691,0.09,50,Tornado,#888888,2014,-97.8971,39.7684
509793,2014,6,1,2014-06-01,17:12:00,3,KS,20,0,0,0,0,0,-97.58,39.7145,-97.58,39.7145,0.01,25,Tornado,#888888,2014,-97.58,39.7145
510202,2014,6,1,2014-06-01,17:21:00,3,ND,38,0,0,0,0,0,-97.29,46.85,-97.29,46.85,0.1,25,Tornado,#888888,2014,-97.29,46.85
526397,2014,6,1,2014-06-01,18:03:00,3,ND,38,0,0,0,0,0,-98.94,46.98,-98.9393,46.9798,0.04,20,Tornado,#888888,2014,-98.94,46.98
516620,2014,6,2,2014-06-02,20:15:00,3,KY,21,1,0,0,0.04,0,-88.5071,37.0083,-88.4935,36.989,1.53,150,Tornado,#0000FF,2014,-88.5071,37.0083
517093,2014,6,3,2014-06-03,12:07:00,3,WY,56,0,0,0,0,0,-108.864,43.7665,-108.823,43.7548,2.21,30,Tornado,#888888,2014,-108.864,43.7665
517788,2014,6,3,2014-06-03,15:18:00,3,NE,31,0,0,0,0.05,0,-99.0582,41.7341,-99.0368,41.7296,1.15,50,Tornado,#888888,2014,-99.0582,41.7341
517790,2014,6,3,2014-06-03,16:01:00,3,NE,31,0,0,0,0,0,-98.5321,41.6372,-98.5321,41.6372,0.01,25,Tornado,#888888,2014,-98.5321,41.6372
528410,2014,6,3,2014-06-03,16:02:00,3,IA,19,2,0,0,0,0,-95.5606,41.3174,-95.5104,41.302,2.81,680,Tornado,#008000,2014,-95.5606,41.3174
532800,2014,6,3,2014-06-03,19:20:00,3,KS,20,0,0,0,0,0,-101.26,38.11,-101.247,38.1092,0.7,50,Tornado,#888888,2014,-101.26,38.11
510331,2014,6,3,2014-06-03,21:30:00,3,KS,20,3,2,0,0,0,-96.0455,39.97,-95.9397,39.9274,6.33,500,Tornado,#FFAA00,2014,-96.0455,39.97
517822,2014,6,3,2014-06-03,21:33:00,3,NE,31,1,0,0,0.5,2,-97.903,40.9207,-97.8261,40.9074,4.12,700,Tornado,#0000FF,2014,-97.903,40.9207
510332,2014,6,3,2014-06-03,22:24:00,3,KS,20,1,0,0,0,0,-95.466,39.7204,-95.43,39.6945,2.62,200,Tornado,#0000FF,2014,-95.466,39.7204
525714,2014,6,4,2014-06-04,04:25:00,3,IL,17,0,0,0,0,0,-90.3107,39.1737,-90.2875,39.1632,1.44,30,Tornado,#888888,2014,-90.3107,39.1737
520975,2014,6,4,2014-06-04,09:55:00,3,OH,39,0,0,0,0.1,0,-83.2187,38.6406,-83.2027,38.6534,1.24,300,Tornado,#888888,2014,-83.2187,38.6406
520976,2014,6,4,2014-06-04,13:40:00,3,OH,39,0,0,0,0.3,0,-83.8202,39.1906,-83.7439,39.1967,4.11,200,Tornado,#888888,2014,-83.8202,39.1906
511127,2014,6,4,2014-06-04,16:01:00,3,CO,8,0,0,0,0,0,-104.4,39.76,-104.4,39.76,0.1,50,Tornado,#888888,2014,-104.4,39.76
517656,2014,6,4,2014-06-04,17:16:00,3,KY,21,1,0,0,0.02,0,-87.9671,37.5398,-87.966,37.5233,1.14,100,Tornado,#0000FF,2014,-87.9671,37.5398
517776,2014,6,4,2014-06-04,17:30:00,3,KY,21,1,0,0,0.014,0,-87.914,37.504,-87.9077,37.4893,1.08,75,Tornado,#0000FF,2014,-87.914,37.504
510483,2014,6,4,2014-06-04,19:30:00,3,WV,54,1,0,0,0.03,0,-82.2242,38.478,-82.2149,38.4783,0.51,400,Tornado,#0000FF,2014,-82.2242,38.478
511129,2014,6,4,2014-06-04,20:15:00,3,CO,8,0,0,0,0,0,-103.58,39.56,-103.58,39.56,0.1,50,Tornado,#888888,2014,-103.58,39.56
511130,2014,6,4,2014-06-04,22:15:00,3,CO,8,1,0,0,0,0,-103.742,39.2971,-103.65,39.27,5.24,200,Tornado,#0000FF,2014,-103.742,39.2971
511134,2014,6,4,2014-06-04,22:44:00,3,CO,8,0,0,0,0,0,-103.32,39.17,-103.27,39.14,3.39,100,Tornado,#888888,2014,-103.32,39.17
517601,2014,6,5,2014-06-05,13:14:00,3,SD,46,0,0,0,0,0,-96.9,43.63,-96.897,43.631,0.17,50,Tornado,#888888,2014,-96.9,43.63
513162,2014,6,5,2014-06-05,13:51:00,3,NE,31,1,0,0,0,0,-96.5012,42.1761,-96.4885,42.1568,1.49,100,Tornado,#0000FF,2014,-96.5012,42.1761
517989,2014,6,5,2014-06-05,14:40:00,3,SD,46,0,0,0,0,0,-96.664,43.41,-96.656,43.41,0.4,50,Tornado,#888888,2014,-96.664,43.41
533306,2014,6,5,2014-06-05,15:25:00,3,ND,38,0,0,0,0,0,-97.9442,46.0193,-97.9442,46.0193,0.1,10,Tornado,#888888,2014,-97.9442,46.0193
531014,2014,6,5,2014-06-05,15:34:00,3,AL,1,1,0,0,0,0,-86.9759,34.7135,-86.9629,34.713,0.74,100,Tornado,#0000FF,2014,-86.9759,34.7135
533272,2014,6,5,2014-06-05,16:02:00,3,ND,38,0,0,0,0,0,-97.3052,46.7493,-97.3052,46.7493,0.1,10,Tornado,#888888,2014,-97.3052,46.7493
519036,2014,6,5,2014-06-05,16:05:00,3,MN,27,0,0,0,0,0,-96.32,43.71,-96.315,43.71,0.25,50,Tornado,#888888,2014,-96.32,43.71
522849,2014,6,5,2014-06-05,17:21:00,3,GA,13,0,0,0,0.05,0,-84.5534,34.6123,-84.54,34.6134,0.77,50,Tornado,#888888,2014,-84.5534,34.6123
519041,2014,6,5,2014-06-05,17:49:00,3,MN,27,0,0,0,0,0,-95.94,43.92,-95.935,43.918,0.28,50,Tornado,#888888,2014,-95.94,43.92
510439,2014,6,5,2014-06-05,20:07:00,3,CO,8,0,0,0,0,0,-102.975,38.1625,-102.973,38.1568,0.42,50,Tornado,#888888,2014,-102.975,38.1625
520373,2014,6,6,2014-06-06,12:05:00,3,NE,31,0,0,0,0,0,-102.16,42.78,-102.16,42.78,0.2,40,Tornado,#888888,2014,-102.16,42.78
520378,2014,6,6,2014-06-06,13:00:00,3,NE,31,0,0,0,0,0,-101.283,42.9425,-101.283,42.9425,0.2,40,Tornado,#888888,2014,-101.283,42.9425
510878,2014,6,6,2014-06-06,13:35:00,3,AR,5,1,2,0,0.25,0,-91.6408,35.7888,-91.5933,35.816,3.26,75,Tornado,#0000FF,2014,-91.6408,35.7888
510612,2014,6,6,2014-06-06,13:51:00,3,CO,8,1,1,0,0.005,0,-104.411,37.1532,-104.259,37.1796,8.58,400,Tornado,#0000FF,2014,-104.411,37.1532
526223,2014,6,6,2014-06-06,13:55:00,3,NE,31,0,0,0,0,0,-103.89,41.13,-103.877,41.1209,0.91,25,Tornado,#888888,2014,-103.89,41.13
519123,2014,6,6,2014-06-06,13:56:00,3,CO,8,0,0,0,0,0,-104.27,40.85,-104.27,40.85,0.1,50,Tornado,#888888,2014,-104.27,40.85
510886,2014,6,6,2014-06-06,14:00:00,3,AR,5,1,0,0,0.04,0,-91.1282,35.4034,-91.0926,35.4083,2.03,50,Tornado,#0000FF,2014,-91.1282,35.4034
519125,2014,6,6,2014-06-06,14:20:00,3,CO,8,0,0,0,0,0,-104.33,40.17,-104.33,40.17,0.5,100,Tornado,#888888,2014,-104.33,40.17
530172,2014,6,6,2014-06-06,14:46:00,3,CO,8,1,0,0,0.003,0,-104.179,37.1889,-104.156,37.1958,1.35,100,Tornado,#0000FF,2014,-104.179,37.1889
519124,2014,6,6,2014-06-06,14:53:00,3,CO,8,0,0,0,0,0,-102.61,40.82,-102.61,40.82,0.1,100,Tornado,#888888,2014,-102.61,40.82
511709,2014,6,6,2014-06-06,16:25:00,3,NM,35,0,0,0,0,0,-104.22,36.51,-104.206,36.5055,0.85,100,Tornado,#888888,2014,-104.22,36.51
511715,2014,6,6,2014-06-06,17:35:00,3,NM,35,0,0,0,0,0,-103.335,34.4876,-103.314,34.4832,1.24,50,Tornado,#888888,2014,-103.335,34.4876
532844,2014,6,6,2014-06-06,17:47:00,3,KS,20,0,0,0,0,0,-101.22,37.99,-101.211,37.9914,0.51,25,Tornado,#888888,2014,-101.22,37.99
532845,2014,6,6,2014-06-06,17:58:00,3,KS,20,0,0,0,0,0,-101.148,37.9843,-101.145,37.9847,0.6,25,Tornado,#888888,2014,-101.148,37.9843
532846,2014,6,6,2014-06-06,17:59:00,3,KS,20,0,0,0,0,0,-101.13,38.01,-101.115,38.0138,0.34,25,Tornado,#888888,2014,-101.13,38.01
527749,2014,6,6,2014-06-06,18:15:00,3,TX,48,0,0,0,0,0,-102.513,35.6958,-102.492,35.727,2.46,25,Tornado,#888888,2014,-102.513,35.6958
510850,2014,6,6,2014-06-06,18:46:00,3,SC,45,0,0,0,0.004,0,-80.96,33.19,-80.9468,33.1856,0.83,40,Tornado,#888888,2014,-80.96,33.19
527750,2014,6,6,2014-06-06,18:52:00,3,TX,48,0,0,0,0,0,-100.927,36.0816,-100.916,36.1039,1.65,70,Tornado,#888888,2014,-100.927,36.0816
511717,2014,6,7,2014-06-07,08:33:00,3,NM,35,0,0,0,0,0,-103.28,36.25,-103.28,36.25,0.1,20,Tornado,#888888,2014,-103.28,36.25
525681,2014,6,7,2014-06-07,13:35:00,3,MO,29,0,0,0,0,0,-91.4706,38.3663,-91.4699,38.3667,0.05,20,Tornado,#888888,2014,-91.4706,38.3663
520103,2014,6,7,2014-06-07,13:48:00,3,KY,21,1,0,0,0.27,0,-89.4974,36.5565,-89.2522,36.3901,18.19,200,Tornado,#0000FF,2014,-89.4974,36.5565
525683,2014,6,7,2014-06-07,14:56:00,3,MO,29,0,0,0,0,0,-90.6011,38.7436,-90.5564,38.7601,2.67,20,Tornado,#888888,2014,-90.6011,38.7436
525706,2014,6,7,2014-06-07,15:14:00,3,MO,29,0,0,0,0,0,-90.4592,38.7817,-90.3904,38.811,4.22,40,Tornado,#888888,2014,-90.4592,38.7817
525711,2014,6,7,2014-06-07,16:19:00,3,IL,17,0,0,0,0,0,-90.218,38.1657,-90.2129,38.1685,0.34,40,Tornado,#888888,2014,-90.218,38.1657
525712,2014,6,7,2014-06-07,16:43:00,3,IL,17,0,0,0,0,0,-90.0563,38.2023,-90.0514,38.2043,0.3,30,Tornado,#888888,2014,-90.0563,38.2023
511719,2014,6,7,2014-06-07,16:58:00,3,NM,35,0,0,0,0,0,-105.612,34.2557,-105.612,34.2557,0.25,50,Tornado,#888888,2014,-105.612,34.2557
511720,2014,6,7,2014-06-07,17:14:00,3,NM,35,0,0,0,0,0,-105.639,34.2501,-105.639,34.2501,0.1,50,Tornado,#888888,2014,-105.639,34.2501
511833,2014,6,7,2014-06-07,19:25:00,3,NM,35,0,0,0,0,0,-104.528,33.6912,-104.471,33.6655,3.73,50,Tornado,#888888,2014,-104.528,33.6912
523155,2014,6,7,2014-06-07,23:59:00,3,GA,13,0,0,0,0.15,0,-85.1496,33.0113,-85.1223,32.9988,1.8,280,Tornado,#888888,2014,-85.1496,33.0113
511106,2014,6,8,2014-06-08,10:55:00,3,CO,8,1,0,0,0,0,-105.057,39.113,-105.057,39.113,0.25,100,Tornado,#0000FF,2014,-105.057,39.113
524714,2014,6,8,2014-06-08,11:06:00,3,CO,8,0,0,0,0,0,-104.921,39.1586,-104.921,39.1586,0.1,50,Tornado,#888888,2014,-104.921,39.1586
511108,2014,6,8,2014-06-08,12:32:00,3,CO,8,2,0,0,0,0,-105.445,38.98,-105.336,38.9911,6,150,Tornado,#008000,2014,-105.445,38.98
511109,2014,6,8,2014-06-08,12:54:00,3,CO,8,0,0,0,0,0,-104.23,40.84,-104.23,40.84,0.1,50,Tornado,#888888,2014,-104.23,40.84
511111,2014,6,8,2014-06-08,12:58:00,3,CO,8,1,1,0,0,0,-104.81,39.7,-104.81,39.7,0.25,100,Tornado,#0000FF,2014,-104.81,39.7
512684,2014,6,8,2014-06-08,13:00:00,3,CO,8,1,0,0,0,0,-105.33,39.0196,-105.326,39.0237,0.33,75,Tornado,#0000FF,2014,-105.33,39.0196
526236,2014,6,8,2014-06-08,13:00:00,3,WY,56,0,0,0,0,0,-104.255,41.0688,-104.245,41.0692,0.54,25,Tornado,#888888,2014,-104.255,41.0688
511113,2014,6,8,2014-06-08,13:12:00,3,CO,8,0,0,0,0,0,-104.82,39.14,-104.82,39.14,0.1,50,Tornado,#888888,2014,-104.82,39.14
511112,2014,6,8,2014-06-08,13:17:00,3,CO,8,0,0,0,0,0,-104.34,40.12,-104.34,40.12,0.1,50,Tornado,#888888,2014,-104.34,40.12
511115,2014,6,8,2014-06-08,13:43:00,3,CO,8,0,0,0,0,0,-104.32,39.55,-104.32,39.55,0.1,50,Tornado,#888888,2014,-104.32,39.55
525509,2014,6,8,2014-06-08,13:43:00,3,CO,8,0,0,0,0,0,-104.32,39.55,-104.32,39.55,0.1,50,Tornado,#888888,2014,-104.32,39.55
511837,2014,6,8,2014-06-08,14:23:00,3,NM,35,1,0,0,0.1,0,-105.381,33.7,-105.357,33.6841,1.75,160,Tornado,#0000FF,2014,-105.381,33.7
511949,2014,6,8,2014-06-08,15:45:00,3,NM,35,0,0,0,0,0,-104.83,35.91,-104.788,35.8879,2.82,50,Tornado,#888888,2014,-104.83,35.91
511951,2014,6,8,2014-06-08,16:35:00,3,NM,35,0,0,0,0,0,-104.59,36.44,-104.565,36.4379,1.39,50,Tornado,#888888,2014,-104.59,36.44
511952,2014,6,8,2014-06-08,16:40:00,3,NM,35,0,0,0,0,0,-104.538,36.5019,-104.521,36.4958,1.08,50,Tornado,#888888,2014,-104.538,36.5019
527294,2014,6,8,2014-06-08,18:41:00,3,WV,54,1,0,0,0.02,0.01,-77.981,39.456,-77.964,39.451,1,100,Tornado,#0000FF,2014,-77.981,39.456
517719,2014,6,8,2014-06-08,19:05:00,3,NM,35,0,0,0,0,0,-104.084,32.35,-104.082,32.3526,0.22,200,Tornado,#888888,2014,-104.084,32.35
518934,2014,6,9,2014-06-09,07:16:00,3,TX,48,0,0,0,0.01,0,-94.8031,33.5532,-94.7735,33.5523,1.71,200,Tornado,#888888,2014,-94.8031,33.5532
526564,2014,6,9,2014-06-09,19:30:00,3,AL,1,1,0,0,0,0,-87.5607,34.5822,-87.4631,34.6094,5.86,150,Tornado,#0000FF,2014,-87.5607,34.5822
511839,2014,6,9,2014-06-09,20:17:00,3,SC,45,0,0,0,0,0,-80.5837,33.3226,-80.5708,33.2978,1.87,75,Tornado,#888888,2014,-80.5837,33.3226
526567,2014,6,10,2014-06-10,12:44:00,3,AL,1,1,0,0,0,0,-86.0211,34.6437,-85.9115,34.7254,8.4,300,Tornado,#0000FF,2014,-86.0211,34.6437
517690,2014,6,10,2014-06-10,15:06:00,3,TN,47,0,0,0,0.05,0,-84.51,35.88,-84.51,35.88,0.5,100,Tornado,#888888,2014,-84.51,35.88
531259,2014,6,10,2014-06-10,17:23:00,3,IN,18,0,0,0,0,0,-86.94,38.9889,-86.9385,38.9956,0.5,25,Tornado,#888888,2014,-86.94,38.9889
512258,2014,6,11,2014-06-11,12:14:00,3,ND,38,0,0,0,0,0,-98.81,48.11,-98.81,48.11,0.4,30,Tornado,#888888,2014,-98.81,48.11
527267,2014,6,11,2014-06-11,15:54:00,3,KS,20,0,0,0,0,0,-101.685,38.5212,-101.685,38.5212,0.1,10,Tornado,#888888,2014,-101.685,38.5212
512330,2014,6,11,2014-06-11,15:55:00,3,MI,26,1,0,0,0.25,0,-84.21,43.24,-84.13,43.29,5.3,300,Tornado,#0000FF,2014,-84.21,43.24
514453,2014,6,11,2014-06-11,17:10:00,3,PA,42,1,0,0,0.0025,0,-78.42,40.02,-78.27,40.13,10.98,100,Tornado,#0000FF,2014,-78.42,40.02
512273,2014,6,11,2014-06-11,17:15:00,3,MN,27,1,0,0,0,0,-94.9473,46.5538,-94.9293,46.554,1,10,Tornado,#0000FF,2014,-94.9473,46.5538
526638,2014,6,11,2014-06-11,17:18:00,3,SD,46,1,0,0,0,0,-97.6692,45.6587,-97.6671,45.6582,0.11,50,Tornado,#0000FF,2014,-97.6692,45.6587
527368,2014,6,11,2014-06-11,18:58:00,3,KS,20,1,0,0,0.05,0,-101.098,38.7119,-101.098,38.7119,0.1,25,Tornado,#0000FF,2014,-101.098,38.7119
529126,2014,6,11,2014-06-11,19:20:00,3,TX,48,0,0,0,0,0,-100.39,31.49,-100.39,31.48,0.69,50,Tornado,#888888,2014,-100.39,31.49
529139,2014,6,11,2014-06-11,19:24:00,3,TX,48,0,0,0,0,0,-100.378,31.4479,-100.372,31.4409,0.59,75,Tornado,#888888,2014,-100.378,31.4479
529454,2014,6,12,2014-06-12,19:18:00,3,TX,48,0,0,0,0,0,-98.0402,30.9321,-98.04,30.9303,0.12,50,Tornado,#888888,2014,-98.0402,30.9321
529456,2014,6,12,2014-06-12,19:25:00,3,TX,48,2,0,0,0.2,0,-98.0875,30.8685,-98.1068,30.8507,1.68,100,Tornado,#008000,2014,-98.0875,30.8685
